Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Mean,Perim
Station3,0point2,SYBR,2021.07,,62,106.374,1.716,0.283,255,4.6
Station3,0point2,SYBR,2022.05,,7,6.061,0.866,0.016,255,3.289
Station3,0point2,SYBR,2022.06,,125,211.837,1.695,0.564,255,4.702
Station3,0point2,SYBR,2022.11,,112,159.417,1.423,0.425,255,4.357
Station3,AlcianBlue,Heavy,2022.02,1.tiff,4,6.868,1.717,0.018,255,5.31
Station3,AlcianBlue,Heavy,2022.02,10.tiff,30,37.721,1.257,0.1,255,4.144
Station3,AlcianBlue,Heavy,2022.02,11.tiff,25,29.136,1.165,0.078,255,3.874
Station3,AlcianBlue,Heavy,2022.02,12.tiff,20,23.309,1.165,0.062,255,3.962
Station3,AlcianBlue,Heavy,2022.02,13.tiff,12,14.906,1.242,0.04,255,4.363
Station3,AlcianBlue,Heavy,2022.02,14.tiff,16,26.301,1.644,0.07,255,4.818
Station3,AlcianBlue,Heavy,2022.02,15.tiff,15,18.887,1.259,0.05,255,3.831
Station3,AlcianBlue,Heavy,2022.02,16.tiff,20,17.846,0.892,0.048,255,3.359
Station3,AlcianBlue,Heavy,2022.02,17.tiff,25,22.477,0.899,0.06,255,3.268
Station3,AlcianBlue,Heavy,2022.02,18.tiff,21,20.916,0.996,0.056,255,3.311
Station3,AlcianBlue,Heavy,2022.02,19.tiff,8,10.406,1.301,0.028,255,4.263
Station3,AlcianBlue,Heavy,2022.02,2.tiff,19,15.088,0.794,0.04,255,3.269
Station3,AlcianBlue,Heavy,2022.02,20.tiff,20,30.489,1.524,0.081,255,4.566
Station3,AlcianBlue,Heavy,2022.02,21.tiff,12,12.903,1.075,0.034,255,3.548
Station3,AlcianBlue,Heavy,2022.02,22.tiff,60,81.348,1.356,0.217,255,4.12
Station3,AlcianBlue,Heavy,2022.02,23.tiff,21,22.971,1.094,0.061,255,4.064
Station3,AlcianBlue,Heavy,2022.02,24.tiff,7,13.319,1.903,0.035,255,5.259
Station3,AlcianBlue,Heavy,2022.02,25.tiff,22,23.543,1.07,0.063,255,3.553
Station3,AlcianBlue,Heavy,2022.02,26.tiff,8,8.585,1.073,0.023,255,3.564
Station3,AlcianBlue,Heavy,2022.02,27.tiff,12,13.163,1.097,0.035,255,4.01
Station3,AlcianBlue,Heavy,2022.02,28.tiff,3,5.515,1.838,0.015,255,4.901
Station3,AlcianBlue,Heavy,2022.02,29.tiff,17,14.906,0.877,0.04,255,3.322
Station3,AlcianBlue,Heavy,2022.02,3.tiff,9,8.481,0.942,0.023,255,3.449
Station3,AlcianBlue,Heavy,2022.02,30.tiff,17,16.988,0.999,0.045,255,3.77
Station3,AlcianBlue,Heavy,2022.02,31.tiff,9,15.193,1.688,0.04,255,4.749
Station3,AlcianBlue,Heavy,2022.02,32.tiff,8,8.012,1.002,0.021,255,3.393
Station3,AlcianBlue,Heavy,2022.02,33.tiff,23,26.925,1.171,0.072,255,4.001
Station3,AlcianBlue,Heavy,2022.02,4.tiff,36,39.672,1.102,0.106,255,3.685
Station3,AlcianBlue,Heavy,2022.02,5.tiff,41,44.823,1.093,0.119,255,3.759
Station3,AlcianBlue,Heavy,2022.02,6.tiff,24,24.298,1.012,0.065,255,3.552
Station3,AlcianBlue,Heavy,2022.02,7.tiff,10,14.334,1.433,0.038,255,4.006
Station3,AlcianBlue,Heavy,2022.02,8.tiff,28,23.699,0.846,0.063,255,3.281
Station3,AlcianBlue,Heavy,2022.02,9.tiff,38,29.943,0.788,0.08,255,3.063
Station3,AlcianBlue,Heavy,2021.07,1.tiff,33,31.322,0.949,0.083,255,3.45
Station3,AlcianBlue,Heavy,2021.07,10.tiff,12,13.398,1.116,0.036,255,3.947
Station3,AlcianBlue,Heavy,2021.07,11.tiff,44,55.255,1.256,0.147,255,4.02
Station3,AlcianBlue,Heavy,2021.07,12.tiff,46,55.073,1.197,0.147,255,4.195
Station3,AlcianBlue,Heavy,2021.07,13.tiff,25,33.897,1.356,0.09,255,4.257
Station3,AlcianBlue,Heavy,2021.07,14.tiff,18,26.691,1.483,0.071,255,4.507
Station3,AlcianBlue,Heavy,2021.07,15.tiff,35,44.927,1.284,0.12,255,4.127
Station3,AlcianBlue,Heavy,2021.07,16.tiff,19,22.867,1.204,0.061,255,3.692
Station3,AlcianBlue,Heavy,2021.07,17.tiff,47,50.468,1.074,0.134,255,3.83
Station3,AlcianBlue,Heavy,2021.07,18.tiff,30,31.712,1.057,0.084,255,3.67
Station3,AlcianBlue,Heavy,2021.07,19.tiff,16,16.623,1.039,0.044,255,4.04
Station3,AlcianBlue,Heavy,2021.07,2.tiff,15,22.763,1.518,0.061,255,4.452
Station3,AlcianBlue,Heavy,2021.07,20.tiff,31,30.437,0.982,0.081,255,3.693
Station3,AlcianBlue,Heavy,2021.07,21.tiff,27,37.617,1.393,0.1,255,4.328
Station3,AlcianBlue,Heavy,2021.07,22.tiff,20,17.976,0.899,0.048,255,3.411
Station3,AlcianBlue,Heavy,2021.07,23.tiff,31,37.877,1.222,0.101,255,3.812
Station3,AlcianBlue,Heavy,2021.07,24.tiff,13,14.75,1.135,0.039,255,3.953
Station3,AlcianBlue,Heavy,2021.07,25.tiff,25,37.123,1.485,0.099,255,4.626
Station3,AlcianBlue,Heavy,2021.07,26.tiff,32,41.805,1.306,0.111,255,4.295
Station3,AlcianBlue,Heavy,2021.07,27.tiff,42,45.994,1.095,0.122,255,3.872
Station3,AlcianBlue,Heavy,2021.07,28.tiff,8,6.972,0.871,0.019,255,3.293
Station3,AlcianBlue,Heavy,2021.07,29.tiff,55,66.883,1.216,0.178,255,4.002
Station3,AlcianBlue,Heavy,2021.07,3.tiff,9,8.091,0.899,0.022,255,3.198
Station3,AlcianBlue,Heavy,2021.07,30.tiff,18,24.35,1.353,0.065,255,4.283
Station3,AlcianBlue,Heavy,2021.07,31.tiff,19,24.22,1.275,0.064,255,4.3
Station3,AlcianBlue,Heavy,2021.07,32.tiff,12,11.655,0.971,0.031,255,3.502
Station3,AlcianBlue,Heavy,2021.07,33.tiff,5,4.631,0.926,0.012,255,3.7
Station3,AlcianBlue,Heavy,2021.07,34.tiff,9,5.723,0.636,0.015,255,2.938
Station3,AlcianBlue,Heavy,2021.07,35.tiff,29,39.022,1.346,0.104,255,4.785
Station3,AlcianBlue,Heavy,2021.07,36.tiff,30,23.933,0.798,0.064,255,3.247
Station3,AlcianBlue,Heavy,2021.07,37.tiff,36,42.248,1.174,0.113,255,4.072
Station3,AlcianBlue,Heavy,2021.07,38.tiff,39,27.523,0.706,0.073,255,3.132
Station3,AlcianBlue,Heavy,2021.07,39.tiff,6,3.954,0.659,0.011,255,2.79
Station3,AlcianBlue,Heavy,2021.07,4.tiff,40,43.913,1.098,0.117,255,3.672
Station3,AlcianBlue,Heavy,2021.07,40.tiff,40,36.576,0.914,0.097,255,3.816
Station3,AlcianBlue,Heavy,2021.07,41.tiff,7,13.554,1.936,0.036,255,5.01
Station3,AlcianBlue,Heavy,2021.07,42.tiff,6,8.325,1.387,0.022,255,4.224
Station3,AlcianBlue,Heavy,2021.07,43.tiff,12,9.131,0.761,0.024,255,3.314
Station3,AlcianBlue,Heavy,2021.07,44.tiff,12,14.022,1.168,0.037,255,4.29
Station3,AlcianBlue,Heavy,2021.07,45.tiff,6,6.139,1.023,0.016,255,3.714
Station3,AlcianBlue,Heavy,2021.07,46.tiff,2,3.252,1.626,0.009,255,4.464
Station3,AlcianBlue,Heavy,2021.07,47.tiff,22,25.156,1.143,0.067,255,4.155
Station3,AlcianBlue,Heavy,2021.07,48.tiff,38,33.403,0.879,0.089,255,3.426
Station3,AlcianBlue,Heavy,2021.07,49.tiff,36,57.492,1.597,0.153,255,4.425
Station3,AlcianBlue,Heavy,2021.07,5.tiff,44,52.966,1.204,0.141,255,3.896
Station3,AlcianBlue,Heavy,2021.07,50.tiff,12,12.097,1.008,0.032,255,3.628
Station3,AlcianBlue,Heavy,2021.07,51.tiff,20,25.104,1.255,0.067,255,3.988
Station3,AlcianBlue,Heavy,2021.07,6.tiff,10,14.204,1.42,0.038,255,4.096
Station3,AlcianBlue,Heavy,2021.07,7.tiff,18,25.286,1.405,0.067,255,4.347
Station3,AlcianBlue,Heavy,2021.07,8.tiff,8,7.7,0.963,0.021,255,3.484
Station3,AlcianBlue,Heavy,2021.07,9.tiff,17,14.516,0.854,0.039,255,3.314
Station3,AlcianBlue,Heavy,2022.05,1.tiff,12,12.955,1.08,0.034,255,3.478
Station3,AlcianBlue,Heavy,2022.05,2.tiff,15,21.774,1.452,0.058,255,4.355
Station3,AlcianBlue,Heavy,2022.05,3.tiff,36,33.403,0.928,0.089,255,3.264
Station3,AlcianBlue,Heavy,2022.05,4.tiff,17,28.174,1.657,0.075,255,4.716
Station3,AlcianBlue,Heavy,2022.05,5.tiff,5,7.206,1.441,0.019,255,4.391
Station3,AlcianBlue,Heavy,2022.05,6.tiff,11,15.765,1.433,0.042,255,4.255
Station3,AlcianBlue,Heavy,2022.05,7.tiff,16,21.046,1.315,0.056,255,4.236
Station3,AlcianBlue,Heavy,2022.05,8.tiff,5,10.926,2.185,0.029,255,5.596
Station3,AlcianBlue,Heavy,2022.05,9.tiff,8,10.692,1.336,0.028,255,3.778
Station3,AlcianBlue,Heavy,2022.05,10.tiff,13,16.909,1.301,0.045,255,4.06
Station3,AlcianBlue,Heavy,2022.05,11.tiff,24,21.462,0.894,0.057,255,3.284
Station3,AlcianBlue,Heavy,2022.05,12.tiff,6,11.889,1.981,0.032,255,4.986
Station3,AlcianBlue,Heavy,2022.05,13.tiff,17,15.14,0.891,0.04,255,3.398
Station3,AlcianBlue,Heavy,2022.05,14.tiff,6,9.625,1.604,0.026,255,4.635
Station3,AlcianBlue,Heavy,2022.05,15.tiff,24,29.396,1.225,0.078,255,4.055
Station3,AlcianBlue,Heavy,2022.05,16.tiff,3,8.481,2.827,0.023,255,6.136
Station3,AlcianBlue,Heavy,2022.05,17.tiff,2,2.341,1.171,0.006,255,3.733
Station3,AlcianBlue,Heavy,2022.05,18.tiff,15,16.311,1.087,0.043,255,3.798
Station3,AlcianBlue,Heavy,2022.05,19.tiff,9,15.01,1.668,0.04,255,4.534
Station3,AlcianBlue,Heavy,2022.05,20.tiff,7,5.463,0.78,0.015,255,2.975
Station3,AlcianBlue,Heavy,2022.05,21.tiff,7,10.874,1.553,0.029,255,4.492
Station3,AlcianBlue,Heavy,2022.05,22.tiff,9,15.166,1.685,0.04,255,4.528
Station3,AlcianBlue,Heavy,2022.05,23.tiff,17,29.787,1.752,0.079,255,4.786
Station3,AlcianBlue,Heavy,2022.05,24.tiff,13,20.135,1.549,0.054,255,4.38
Station3,AlcianBlue,Heavy,2022.05,25.tiff,11,15.01,1.365,0.04,255,4.081
Station3,AlcianBlue,Heavy,2022.05,26.tiff,22,26.275,1.194,0.07,255,3.751
Station3,AlcianBlue,Heavy,2022.05,27.tiff,37,28.33,0.766,0.075,255,3.136
Station3,AlcianBlue,Heavy,2022.05,28.tiff,14,13.814,0.987,0.037,255,3.314
Station3,AlcianBlue,Heavy,2022.05,29.tiff,10,13.241,1.324,0.035,255,3.949
Station3,AlcianBlue,Heavy,2022.05,30.tiff,17,16.025,0.943,0.043,255,3.398
Station3,AlcianBlue,Heavy,2022.05,31.tiff,28,23.049,0.823,0.061,255,3.011
Station3,AlcianBlue,Heavy,2022.05,32.tiff,13,10.978,0.844,0.029,255,3.183
Station3,AlcianBlue,Heavy,2022.06,1.tiff,12,4.292,0.358,0.011,255,2.028
Station3,AlcianBlue,Heavy,2022.06,2.tiff,1,2.393,2.393,0.006,255,5.491
Station3,AlcianBlue,Heavy,2022.06,3.tiff,0,0,NaN,0,NaN,NaN
Station3,AlcianBlue,Heavy,2022.06,4.tiff,13,4.631,0.356,0.012,255,2.008
Station3,AlcianBlue,Heavy,2022.06,5.tiff,87,127.133,1.461,0.339,255,4.242
Station3,AlcianBlue,Heavy,2022.06,6.tiff,44,43.028,0.978,0.115,255,3.307
Station3,AlcianBlue,Heavy,2022.06,7.tiff,0,0,NaN,0,NaN,NaN
Station3,AlcianBlue,Heavy,2022.06,8.tiff,32,49.037,1.532,0.131,255,4.391
Station3,AlcianBlue,Heavy,2022.06,9.tiff,49,56.738,1.158,0.151,255,3.727
Station3,AlcianBlue,Heavy,2022.06,10.tiff,9,3.278,0.364,0.009,255,2.039
Station3,AlcianBlue,Heavy,2022.06,11.tiff,14,6.061,0.433,0.016,255,2.214
Station3,AlcianBlue,Heavy,2022.06,12.tiff,66,73.751,1.117,0.196,255,3.638
Station3,AlcianBlue,Heavy,2022.06,13.tiff,21,27.862,1.327,0.074,255,3.842
Station3,AlcianBlue,Heavy,2022.06,14.tiff,42,47.373,1.128,0.126,255,3.741
Station3,AlcianBlue,Heavy,2022.06,15.tiff,17,20.499,1.206,0.055,255,3.855
Station3,AlcianBlue,Heavy,2022.06,16.tiff,41,50.208,1.225,0.134,255,3.89
Station3,AlcianBlue,Heavy,2022.06,17.tiff,29,44.797,1.545,0.119,255,4.353
Station3,AlcianBlue,Heavy,2022.06,18.tiff,24,27.784,1.158,0.074,255,3.828
Station3,AlcianBlue,Heavy,2022.06,19.tiff,13,12.487,0.961,0.033,255,3.346
Station3,AlcianBlue,Heavy,2022.06,20.tiff,27,24.376,0.903,0.065,255,3.176
Station3,AlcianBlue,Heavy,2022.06,21.tiff,15,17.326,1.155,0.046,255,3.823
Station3,AlcianBlue,Heavy,2022.06,22.tiff,14,23.205,1.657,0.062,255,4.734
Station3,AlcianBlue,Heavy,2022.06,23.tiff,5,12.929,2.586,0.034,255,5.953
Station3,AlcianBlue,Heavy,2022.06,24.tiff,18,30.489,1.694,0.081,255,4.592
Station3,AlcianBlue,Heavy,2022.06,25.tiff,12,4.422,0.369,0.012,255,2.073
Station3,AlcianBlue,Heavy,2022.06,26.tiff,8,3.954,0.494,0.011,255,2.465
Station3,AlcianBlue,Heavy,2022.06,27.tiff,17,21.41,1.259,0.057,255,3.981
Station3,AlcianBlue,Heavy,2022.06,28.tiff,18,17.326,0.963,0.046,255,3.376
Station3,AlcianBlue,Heavy,2022.06,29.tiff,28,30.827,1.101,0.082,255,3.764
Station3,AlcianBlue,Heavy,2022.06,30.tiff,7,2.836,0.405,0.008,255,2.125
Station3,AlcianBlue,Heavy,2022.06,31.tiff,16,28.59,1.787,0.076,255,4.849
Station3,AlcianBlue,Heavy,2022.06,32.tiff,12,14.36,1.197,0.038,255,3.773
Station3,AlcianBlue,Heavy,2022.06,33.tiff,15,19.199,1.28,0.051,255,3.9
Station3,AlcianBlue,Heavy,2022.11,1.tiff,22,29.709,1.35,0.079,255,4.045
Station3,AlcianBlue,Heavy,2022.11,2.tiff,59,73.647,1.248,0.196,255,3.929
Station3,AlcianBlue,Heavy,2022.11,3.tiff,35,44.225,1.264,0.118,255,4.273
Station3,AlcianBlue,Heavy,2022.11,4.tiff,45,60.978,1.355,0.162,255,4.117
Station3,AlcianBlue,Heavy,2022.11,5.tiff,87,85.484,0.983,0.228,255,3.472
Station3,AlcianBlue,Heavy,2022.11,6.tiff,47,56.686,1.206,0.151,255,3.975
Station3,AlcianBlue,Heavy,2022.11,7.tiff,10,11.342,1.134,0.03,255,3.955
Station3,AlcianBlue,Heavy,2022.11,8.tiff,36,51.327,1.426,0.137,255,4.242
Station3,AlcianBlue,Heavy,2022.11,9.tiff,62,74.324,1.199,0.198,255,3.924
Station3,AlcianBlue,Heavy,2022.11,10.tiff,104,106.92,1.028,0.285,255,3.592
Station3,AlcianBlue,Heavy,2022.11,11.tiff,31,38.71,1.249,0.103,255,3.848
Station3,AlcianBlue,Heavy,2022.11,12.tiff,26,33.169,1.276,0.088,255,3.899
Station3,AlcianBlue,Heavy,2022.11,13.tiff,40,30.749,0.769,0.082,255,3.026
Station3,AlcianBlue,Heavy,2022.11,14.tiff,50,61.238,1.225,0.163,255,3.775
Station3,AlcianBlue,Heavy,2022.11,15.tiff,37,49.402,1.335,0.132,255,3.982
Station3,AlcianBlue,Heavy,2022.11,16.tiff,21,15.739,0.749,0.042,255,2.909
Station3,AlcianBlue,Heavy,2022.11,17.tiff,43,45.604,1.061,0.121,255,3.795
Station3,AlcianBlue,Heavy,2022.11,18.tiff,43,46.748,1.087,0.124,255,3.559
Station3,AlcianBlue,Heavy,2022.11,19.tiff,33,41.181,1.248,0.11,255,4.279
Station3,AlcianBlue,Heavy,2022.11,20.tiff,21,34.834,1.659,0.093,255,4.725
Station3,AlcianBlue,Heavy,2022.11,21.tiff,24,27.758,1.157,0.074,255,3.859
Station3,AlcianBlue,Heavy,2022.11,22.tiff,39,65.505,1.68,0.174,255,4.671
Station3,AlcianBlue,Heavy,2022.11,23.tiff,43,54.605,1.27,0.145,255,4.268
Station3,AlcianBlue,Heavy,2022.11,24.tiff,54,75.234,1.393,0.2,255,4.265
Station3,AlcianBlue,Heavy,2022.11,25.tiff,20,45.265,2.263,0.121,255,5.398
Station3,AlcianBlue,Heavy,2022.11,26.tiff,42,54.761,1.304,0.146,255,4.129
Station3,AlcianBlue,Heavy,2022.11,27.tiff,56,77.706,1.388,0.207,255,4.225
Station3,AlcianBlue,Heavy,2022.11,28.tiff,23,26.821,1.166,0.071,255,3.78
Station3,AlcianBlue,Heavy,2022.11,29.tiff,22,27.94,1.27,0.074,255,3.917
Station3,AlcianBlue,Heavy,2022.11,30.tiff,40,41.779,1.044,0.111,255,3.556
Station3,AlcianBlue,Heavy,2022.11,31.tiff,34,40.479,1.191,0.108,255,4.045
Station3,AlcianBlue,Heavy,2022.11,32.tiff,49,62.123,1.268,0.165,255,3.869
Station3,AlcianBlue,Light,2022.02,1.tiff,12,12.513,1.043,0.033,255,3.61
Station3,AlcianBlue,Light,2022.02,10.tiff,19,24.272,1.277,0.065,255,4.032
Station3,AlcianBlue,Light,2022.02,11.tiff,4,4.579,1.145,0.012,255,4.199
Station3,AlcianBlue,Light,2022.02,12.tiff,6,6.946,1.158,0.018,255,4.012
Station3,AlcianBlue,Light,2022.02,13.tiff,7,12.799,1.828,0.034,255,4.5
Station3,AlcianBlue,Light,2022.02,14.tiff,11,14.152,1.287,0.038,255,4.145
Station3,AlcianBlue,Light,2022.02,15.tiff,22,35.302,1.605,0.094,255,4.713
Station3,AlcianBlue,Light,2022.02,16.tiff,13,16.493,1.269,0.044,255,4.062
Station3,AlcianBlue,Light,2022.02,17.tiff,13,10.38,0.798,0.028,255,3.36
Station3,AlcianBlue,Light,2022.02,18.tiff,26,43.991,1.692,0.117,255,4.976
Station3,AlcianBlue,Light,2022.02,19.tiff,29,41.207,1.421,0.11,255,4.543
Station3,AlcianBlue,Light,2022.02,2.tiff,4,4.266,1.067,0.011,255,3.481
Station3,AlcianBlue,Light,2022.02,20.tiff,6,8.559,1.426,0.023,255,4.809
Station3,AlcianBlue,Light,2022.02,21.tiff,11,18.314,1.665,0.049,255,4.635
Station3,AlcianBlue,Light,2022.02,22.tiff,23,28.434,1.236,0.076,255,3.932
Station3,AlcianBlue,Light,2022.02,23.tiff,32,43.809,1.369,0.117,255,4.49
Station3,AlcianBlue,Light,2022.02,24.tiff,34,47.555,1.399,0.127,255,4.312
Station3,AlcianBlue,Light,2022.02,25.tiff,27,31.348,1.161,0.083,255,3.987
Station3,AlcianBlue,Light,2022.02,26.tiff,18,19.485,1.082,0.052,255,3.552
Station3,AlcianBlue,Light,2022.02,27.tiff,24,27.445,1.144,0.073,255,3.97
Station3,AlcianBlue,Light,2022.02,28.tiff,37,50.182,1.356,0.134,255,4.4
Station3,AlcianBlue,Light,2022.02,29.tiff,18,24.506,1.361,0.065,255,4.362
Station3,AlcianBlue,Light,2022.02,3.tiff,1,1.847,1.847,0.005,255,5.947
Station3,AlcianBlue,Light,2022.02,30.tiff,3,3.122,1.041,0.008,255,3.54
Station3,AlcianBlue,Light,2022.02,31.tiff,11,19.173,1.743,0.051,255,4.484
Station3,AlcianBlue,Light,2022.02,32.tiff,13,14.152,1.089,0.038,255,4.069
Station3,AlcianBlue,Light,2022.02,33.tiff,12,11.16,0.93,0.03,255,3.576
Station3,AlcianBlue,Light,2022.02,34.tiff,30,42.586,1.42,0.113,255,4.269
Station3,AlcianBlue,Light,2022.02,4.tiff,23,43.496,1.891,0.116,255,5.529
Station3,AlcianBlue,Light,2022.02,5.tiff,3,3.408,1.136,0.009,255,3.92
Station3,AlcianBlue,Light,2022.02,6.tiff,9,17.3,1.922,0.046,255,5.036
Station3,AlcianBlue,Light,2022.02,7.tiff,6,16.988,2.831,0.045,255,7.019
Station3,AlcianBlue,Light,2022.02,8.tiff,30,42.43,1.414,0.113,255,4.387
Station3,AlcianBlue,Light,2022.02,9.tiff,26,33.689,1.296,0.09,255,4.462
Station3,AlcianBlue,Light,2021.07,1.tiff,6,5.593,0.932,0.015,255,3.392
Station3,AlcianBlue,Light,2021.07,10.tiff,32,33.377,1.043,0.089,255,3.535
Station3,AlcianBlue,Light,2021.07,11.tiff,13,11.707,0.901,0.031,255,3.234
Station3,AlcianBlue,Light,2021.07,12.tiff,7,6.712,0.959,0.018,255,3.412
Station3,AlcianBlue,Light,2021.07,13.tiff,4,3.018,0.754,0.008,255,3.054
Station3,AlcianBlue,Light,2021.07,14.tiff,8,14.62,1.828,0.039,255,4.73
Station3,AlcianBlue,Light,2021.07,15.tiff,5,5.697,1.139,0.015,255,4.172
Station3,AlcianBlue,Light,2021.07,16.tiff,37,39.906,1.079,0.106,255,3.72
Station3,AlcianBlue,Light,2021.07,17.tiff,13,10.094,0.776,0.027,255,3.088
Station3,AlcianBlue,Light,2021.07,18.tiff,14,25.104,1.793,0.067,255,5.397
Station3,AlcianBlue,Light,2021.07,19.tiff,3,2.992,0.997,0.008,255,3.508
Station3,AlcianBlue,Light,2021.07,2.tiff,9,11.55,1.283,0.031,255,3.873
Station3,AlcianBlue,Light,2021.07,20.tiff,5,5.801,1.16,0.015,255,4.02
Station3,AlcianBlue,Light,2021.07,21.tiff,16,23.881,1.493,0.064,255,4.536
Station3,AlcianBlue,Light,2021.07,22.tiff,11,20.552,1.868,0.055,255,5.236
Station3,AlcianBlue,Light,2021.07,23.tiff,8,5.515,0.689,0.015,255,2.888
Station3,AlcianBlue,Light,2021.07,24.tiff,13,12.019,0.925,0.032,255,3.326
Station3,AlcianBlue,Light,2021.07,25.tiff,19,31.165,1.64,0.083,255,4.559
Station3,AlcianBlue,Light,2021.07,26.tiff,12,18.34,1.528,0.049,255,4.513
Station3,AlcianBlue,Light,2021.07,27.tiff,5,6.79,1.358,0.018,255,3.738
Station3,AlcianBlue,Light,2021.07,28.tiff,13,18.861,1.451,0.05,255,4.591
Station3,AlcianBlue,Light,2021.07,29.tiff,15,25.624,1.708,0.068,255,4.629
Station3,AlcianBlue,Light,2021.07,3.tiff,14,19.667,1.405,0.052,255,3.989
Station3,AlcianBlue,Light,2021.07,30.tiff,13,17.092,1.315,0.046,255,3.802
Station3,AlcianBlue,Light,2021.07,31.tiff,21,19.043,0.907,0.051,255,3.339
Station3,AlcianBlue,Light,2021.07,32.tiff,33,42.69,1.294,0.114,255,3.907
Station3,AlcianBlue,Light,2021.07,33.tiff,7,13.944,1.992,0.037,255,5.422
Station3,AlcianBlue,Light,2021.07,34.tiff,15,18.73,1.249,0.05,255,3.814
Station3,AlcianBlue,Light,2021.07,35.tiff,13,24.61,1.893,0.066,255,5.183
Station3,AlcianBlue,Light,2021.07,36.tiff,4,2.627,0.657,0.007,255,2.802
Station3,AlcianBlue,Light,2021.07,37.tiff,9,12.097,1.344,0.032,255,4.131
Station3,AlcianBlue,Light,2021.07,38.tiff,12,14.438,1.203,0.038,255,3.815
Station3,AlcianBlue,Light,2021.07,39.tiff,21,30.359,1.446,0.081,255,4.391
Station3,AlcianBlue,Light,2021.07,4.tiff,7,8.793,1.256,0.023,255,3.721
Station3,AlcianBlue,Light,2021.07,40.tiff,1,3.33,3.33,0.009,255,6.592
Station3,AlcianBlue,Light,2021.07,41.tiff,10,9.287,0.929,0.025,255,3.309
Station3,AlcianBlue,Light,2021.07,42.tiff,12,12.175,1.015,0.032,255,3.673
Station3,AlcianBlue,Light,2021.07,43.tiff,25,30.385,1.215,0.081,255,3.685
Station3,AlcianBlue,Light,2021.07,44.tiff,12,26.639,2.22,0.071,255,5.474
Station3,AlcianBlue,Light,2021.07,45.tiff,9,21.93,2.437,0.058,255,6.135
Station3,AlcianBlue,Light,2021.07,46.tiff,8,11.42,1.428,0.03,255,4.28
Station3,AlcianBlue,Light,2021.07,47.tiff,6,11.394,1.899,0.03,255,5.135
Station3,AlcianBlue,Light,2021.07,48.tiff,7,8.012,1.145,0.021,255,3.58
Station3,AlcianBlue,Light,2021.07,49.tiff,3,4.761,1.587,0.013,255,4.426
Station3,AlcianBlue,Light,2021.07,5.tiff,19,27.81,1.464,0.074,255,4.251
Station3,AlcianBlue,Light,2021.07,50.tiff,18,30.671,1.704,0.082,255,4.639
Station3,AlcianBlue,Light,2021.07,51.tiff,9,10.302,1.145,0.027,255,3.62
Station3,AlcianBlue,Light,2021.07,6.tiff,40,30.489,0.762,0.081,255,3.096
Station3,AlcianBlue,Light,2021.07,7.tiff,11,8.949,0.814,0.024,255,3.366
Station3,AlcianBlue,Light,2021.07,8.tiff,14,15.505,1.107,0.041,255,3.596
Station3,AlcianBlue,Light,2021.07,9.tiff,22,30.775,1.399,0.082,255,4.235
Station3,AlcianBlue,Light,2022.05,1.tiff,4,7.466,1.867,0.02,255,4.531
Station3,AlcianBlue,Light,2022.05,2.tiff,15,15.375,1.025,0.041,255,3.417
Station3,AlcianBlue,Light,2022.05,3.tiff,8,8.143,1.018,0.022,255,3.548
Station3,AlcianBlue,Light,2022.05,4.tiff,6,4.422,0.737,0.012,255,2.862
Station3,AlcianBlue,Light,2022.05,5.tiff,6,6.035,1.006,0.016,255,3.638
Station3,AlcianBlue,Light,2022.05,6.tiff,21,14.23,0.678,0.038,255,2.667
Station3,AlcianBlue,Light,2022.05,7.tiff,7,9.079,1.297,0.024,255,4.093
Station3,AlcianBlue,Light,2022.05,8.tiff,16,24.142,1.509,0.064,255,4.228
Station3,AlcianBlue,Light,2022.05,9.tiff,23,28.876,1.255,0.077,255,3.928
Station3,AlcianBlue,Light,2022.05,10.tiff,10,14.828,1.483,0.039,255,4.118
Station3,AlcianBlue,Light,2022.05,11.tiff,18,17.664,0.981,0.047,255,3.523
Station3,AlcianBlue,Light,2022.05,12.tiff,4,7.414,1.854,0.02,255,5.095
Station3,AlcianBlue,Light,2022.05,13.tiff,17,18.757,1.103,0.05,255,3.738
Station3,AlcianBlue,Light,2022.05,14.tiff,6,6.998,1.166,0.019,255,3.831
Station3,AlcianBlue,Light,2022.05,15.tiff,10,14.568,1.457,0.039,255,4.139
Station3,AlcianBlue,Light,2022.05,16.tiff,33,25,0.758,0.067,255,2.927
Station3,AlcianBlue,Light,2022.05,17.tiff,21,13.71,0.653,0.037,255,2.728
Station3,AlcianBlue,Light,2022.05,18.tiff,13,15.349,1.181,0.041,255,3.707
Station3,AlcianBlue,Light,2022.05,19.tiff,13,13.371,1.029,0.036,255,3.407
